,avg_return,median_return,std_return,best_return,worst_return,avg_win_rate,avg_sharpe,avg_drawdown,avg_trades,profit_probability,sample_size
0.003,0.025804229107282296,0.016086945002450465,0.0363247482276652,0.12632461774506365,-0.03347609900810621,0.44618238515466085,10.024466336199884,-0.07107452155851439,47.8,0.6666666666666666,15.0
0.0125,0.04199871978784386,0.03524243818276095,0.03127542905404792,0.11259508320757172,-0.005470708055773957,0.46888675011056924,13.967094339462562,-0.06786129029887954,45.5,0.875,16.0
0.0075,0.02589735764449712,0.01899598119481175,0.03647002585643552,0.10918203250940287,-0.0363939965085754,0.4314045568847867,8.80071585365417,-0.060114103420762344,48.608695652173914,0.782608695652174,23.0
0.0175,0.022531420304866122,0.020431756267150276,0.025011176655989804,0.08116397832227999,-0.014180258988410969,0.38245116762162895,8.524157693925389,-0.0730700929372665,54.6,0.8,20.0
0.02,0.012624302223275591,0.00873588104457558,0.024009207543981566,0.06388403802067512,-0.023219054615487948,0.3763462013995471,7.907909588348103,-0.07014409384760947,57.904761904761905,0.6190476190476191,21.0
0.01,0.03804137916972687,0.03553117430865559,0.03388310558289551,0.11883115572572324,-0.03604356367566425,0.41867119303640365,15.971982132599749,-0.07282754216884005,43.06666666666667,0.9333333333333333,15.0
0.015,0.024401390973900705,0.01971687400138121,0.03170071200235737,0.11412693491420337,-0.03726475162194028,0.3935462385804067,9.52375334470227,-0.06907702052373624,54.6,0.85,20.0
0.005,0.02735922382158414,0.01577621390750454,0.03015497926754724,0.08948893049462121,-0.01350205011216558,0.4549187288893171,12.921978589247411,-0.0472377875047102,54.46153846153846,0.8461538461538461,13.0
0.03,0.029090568649199837,0.022657160607111117,0.03849682690142036,0.10193085312390203,-0.021056978389605,0.36419694414135706,6.617348701725409,-0.0798007104447139,46.25,0.6875,16.0
0.05,0.05328589510458837,0.057536453955877594,0.05322060705060783,0.140093845821964,-0.03650118781626224,0.40598376898400323,12.302562598909786,-0.08515307515864547,43.63636363636363,0.9090909090909091,11.0
0.025,0.0416519732336271,0.029160625776808956,0.05456194103883389,0.19398831610299822,-0.007873901558751163,0.37807349923388417,10.009986420700834,-0.06995803869407552,54.0,0.8181818181818182,11.0
0.04,0.028176303091430058,0.004736001448993664,0.04990730087408356,0.16404268772502437,-0.018088889178533008,0.42453772753219216,6.131855174558808,-0.08259438742907584,46.75,0.5,12.0
