timestamp,open,high,low,close,volume
2025-03-25 14:26:00+00:00,87722.49,87726.05,87641.88,87660.18,13.97645
2025-03-25 14:27:00+00:00,87660.19,87660.19,87548.0,87549.39,16.75069
2025-03-25 14:28:00+00:00,87549.4,87658.0,87545.99,87633.7,13.85521
2025-03-25 14:29:00+00:00,87633.71,87700.0,87613.53,87699.99,8.61895
2025-03-25 14:30:00+00:00,87700.0,87768.0,87681.16,87756.0,13.62593
2025-03-25 14:31:00+00:00,87756.0,87808.48,87672.51,87672.52,27.51462
2025-03-25 14:32:00+00:00,87672.52,87680.14,87604.56,87670.0,18.66373
2025-03-25 14:33:00+00:00,87669.99,87746.0,87642.38,87720.01,13.01809
2025-03-25 14:34:00+00:00,87720.01,87787.99,87720.0,87773.58,19.89897
2025-03-25 14:35:00+00:00,87773.58,87900.0,87760.0,87900.0,27.55246
2025-03-25 14:36:00+00:00,87900.0,87977.54,87900.0,87956.49,30.97731
2025-03-25 14:37:00+00:00,87956.5,87956.51,87860.0,87875.43,25.93344
2025-03-25 14:38:00+00:00,87875.44,87941.0,87844.47,87936.0,16.07158
2025-03-25 14:39:00+00:00,87936.0,87947.03,87911.04,87933.98,14.89637
2025-03-25 14:40:00+00:00,87933.99,87983.17,87933.99,87963.14,29.37383
2025-03-25 14:41:00+00:00,87963.14,88182.59,87963.13,88123.09,142.76101
2025-03-25 14:42:00+00:00,88123.1,88228.0,88086.12,88128.58,72.2052
2025-03-25 14:43:00+00:00,88128.58,88161.86,88092.6,88111.16,54.09462
2025-03-25 14:44:00+00:00,88111.15,88176.47,88056.56,88152.47,76.78581
2025-03-25 14:45:00+00:00,88152.47,88200.0,88018.4,88074.01,33.33457
2025-03-25 14:46:00+00:00,88074.01,88079.95,88022.17,88048.38,18.74919
2025-03-25 14:47:00+00:00,88048.37,88140.0,88028.83,88134.71,54.83767
2025-03-25 14:48:00+00:00,88134.71,88156.55,88108.0,88156.55,15.60088
2025-03-25 14:49:00+00:00,88156.55,88184.8,88078.42,88099.2,39.9493
2025-03-25 14:50:00+00:00,88099.2,88099.2,88021.73,88040.2,16.57925
2025-03-25 14:51:00+00:00,88040.2,88131.06,88012.69,88077.35,20.33163
2025-03-25 14:52:00+00:00,88077.99,88094.0,88012.0,88034.61,29.26095
2025-03-25 14:53:00+00:00,88034.61,88036.23,87940.07,87948.0,34.57163
2025-03-25 14:54:00+00:00,87948.0,88025.48,87944.0,87987.38,17.04784
2025-03-25 14:55:00+00:00,87987.38,88023.99,87962.98,87964.59,23.72995
2025-03-25 14:56:00+00:00,87964.59,88005.0,87942.0,87956.52,27.84767
2025-03-25 14:57:00+00:00,87956.49,87966.0,87862.0,87862.26,40.24064
2025-03-25 14:58:00+00:00,87862.26,87956.53,87836.0,87956.53,22.60782
2025-03-25 14:59:00+00:00,87956.52,88023.99,87938.49,88022.4,13.04899
2025-03-25 15:00:00+00:00,88022.39,88092.56,88019.96,88049.97,25.03116
2025-03-25 15:01:00+00:00,88049.97,88098.1,88048.59,88098.09,15.33884
2025-03-25 15:02:00+00:00,88098.09,88149.93,88075.21,88105.7,26.49373
2025-03-25 15:03:00+00:00,88105.7,88147.5,88026.21,88040.0,35.87359
2025-03-25 15:04:00+00:00,88040.01,88040.01,88013.55,88022.4,12.23306
2025-03-25 15:05:00+00:00,88022.4,88023.99,87986.02,87993.2,33.10428
2025-03-25 15:06:00+00:00,87993.2,88091.22,87964.49,88087.99,52.84043
2025-03-25 15:07:00+00:00,88087.99,88162.0,88082.01,88082.01,22.55837
2025-03-25 15:08:00+00:00,88082.01,88122.42,88065.25,88122.42,19.00466
2025-03-25 15:09:00+00:00,88122.41,88192.0,88122.41,88186.39,20.54717
2025-03-25 15:10:00+00:00,88186.4,88258.8,88178.13,88178.13,48.35907
