timestamp,open,high,low,close,volume
2025-03-25 14:26:00+00:00,0.18883,0.18892,0.1883,0.18845,585472.0
2025-03-25 14:27:00+00:00,0.18844,0.18847,0.1879,0.18795,1434123.0
2025-03-25 14:28:00+00:00,0.18795,0.18827,0.18792,0.18813,407267.0
2025-03-25 14:29:00+00:00,0.18813,0.18848,0.18805,0.18845,597308.0
2025-03-25 14:30:00+00:00,0.18845,0.18876,0.18834,0.18873,647250.0
2025-03-25 14:31:00+00:00,0.18874,0.18947,0.1887,0.18873,2872285.0
2025-03-25 14:32:00+00:00,0.18874,0.18874,0.18837,0.18849,1028098.0
2025-03-25 14:33:00+00:00,0.18848,0.1889,0.1884,0.18856,403004.0
2025-03-25 14:34:00+00:00,0.18857,0.18876,0.18851,0.18865,745636.0
2025-03-25 14:35:00+00:00,0.18866,0.18922,0.18845,0.18917,529489.0
2025-03-25 14:36:00+00:00,0.18917,0.18932,0.18893,0.18905,988807.0
2025-03-25 14:37:00+00:00,0.18905,0.18917,0.18862,0.18895,6604968.0
2025-03-25 14:38:00+00:00,0.18896,0.1892,0.18881,0.18918,1557663.0
2025-03-25 14:39:00+00:00,0.18919,0.18935,0.18896,0.18925,627037.0
2025-03-25 14:40:00+00:00,0.18925,0.18947,0.18913,0.18936,1484715.0
2025-03-25 14:41:00+00:00,0.18936,0.19,0.18936,0.18981,7923097.0
2025-03-25 14:42:00+00:00,0.1898,0.19053,0.18965,0.19004,7791238.0
2025-03-25 14:43:00+00:00,0.19004,0.19011,0.18968,0.18995,2057543.0
2025-03-25 14:44:00+00:00,0.18994,0.19012,0.18962,0.19011,1246104.0
2025-03-25 14:45:00+00:00,0.19012,0.19024,0.18976,0.18998,2348795.0
2025-03-25 14:46:00+00:00,0.18998,0.19111,0.18992,0.19105,2808176.0
2025-03-25 14:47:00+00:00,0.19106,0.19167,0.1906,0.1908,4937172.0
2025-03-25 14:48:00+00:00,0.19081,0.1913,0.19081,0.19129,1535686.0
2025-03-25 14:49:00+00:00,0.19129,0.1916,0.19119,0.19136,3512077.0
2025-03-25 14:50:00+00:00,0.19136,0.19136,0.19065,0.19065,2760825.0
2025-03-25 14:51:00+00:00,0.19064,0.1918,0.19056,0.1912,3675687.0
2025-03-25 14:52:00+00:00,0.19121,0.19177,0.19105,0.1914,2550594.0
2025-03-25 14:53:00+00:00,0.1914,0.1914,0.19095,0.19097,2541572.0
2025-03-25 14:54:00+00:00,0.19098,0.19159,0.19089,0.19155,2289743.0
2025-03-25 14:55:00+00:00,0.19155,0.1925,0.1914,0.19179,7292923.0
2025-03-25 14:56:00+00:00,0.19179,0.1922,0.19165,0.19188,4828782.0
2025-03-25 14:57:00+00:00,0.19188,0.192,0.1913,0.19132,1772314.0
2025-03-25 14:58:00+00:00,0.19132,0.19157,0.19098,0.19152,2065686.0
2025-03-25 14:59:00+00:00,0.19152,0.19175,0.19136,0.19166,818823.0
2025-03-25 15:00:00+00:00,0.19166,0.1922,0.19166,0.19209,2205577.0
2025-03-25 15:01:00+00:00,0.1921,0.19312,0.19204,0.19301,4934077.0
2025-03-25 15:02:00+00:00,0.19301,0.1935,0.19261,0.19313,4797044.0
2025-03-25 15:03:00+00:00,0.19313,0.1934,0.1926,0.19272,4160328.0
2025-03-25 15:04:00+00:00,0.19271,0.19297,0.19226,0.19266,2447993.0
2025-03-25 15:05:00+00:00,0.19266,0.19267,0.19203,0.19227,2924636.0
2025-03-25 15:06:00+00:00,0.19227,0.19306,0.19214,0.19302,3876170.0
2025-03-25 15:07:00+00:00,0.19301,0.1932,0.19281,0.19313,2750182.0
2025-03-25 15:08:00+00:00,0.19312,0.19345,0.19291,0.19344,2920135.0
2025-03-25 15:09:00+00:00,0.19345,0.19362,0.19319,0.19329,8461785.0
2025-03-25 15:10:00+00:00,0.1933,0.19349,0.1926,0.19287,5114817.0
2025-03-25 15:11:00+00:00,0.19287,0.19305,0.19275,0.19286,2693838.0
2025-03-25 15:12:00+00:00,0.19285,0.19298,0.19234,0.19241,1960344.0
2025-03-25 15:13:00+00:00,0.1924,0.19242,0.19203,0.19222,2564276.0
2025-03-25 15:14:00+00:00,0.19221,0.19258,0.19205,0.19258,1278356.0
2025-03-25 15:15:00+00:00,0.19258,0.19271,0.19229,0.19231,5428738.0
2025-03-25 15:16:00+00:00,0.19231,0.19231,0.19173,0.19194,2492227.0
2025-03-25 15:17:00+00:00,0.19194,0.19204,0.1916,0.192,1475264.0
2025-03-25 15:18:00+00:00,0.19199,0.19201,0.19147,0.19163,2671664.0
2025-03-25 15:19:00+00:00,0.19164,0.1917,0.19149,0.19161,1463921.0
2025-03-25 15:20:00+00:00,0.1916,0.19181,0.19131,0.19135,1394803.0
2025-03-25 15:21:00+00:00,0.19135,0.1916,0.19114,0.19148,1081811.0
2025-03-25 15:22:00+00:00,0.19147,0.19147,0.1911,0.19128,1455531.0
2025-03-25 15:23:00+00:00,0.19127,0.19127,0.19074,0.19075,3767509.0
2025-03-25 15:24:00+00:00,0.19075,0.191,0.19059,0.19096,2907122.0
2025-03-25 15:25:00+00:00,0.19096,0.19137,0.19096,0.19137,856129.0
2025-03-25 15:26:00+00:00,0.19138,0.1915,0.19112,0.19131,463985.0
2025-03-25 15:27:00+00:00,0.19131,0.19147,0.19119,0.19124,959371.0
2025-03-25 15:28:00+00:00,0.19124,0.19142,0.19113,0.19121,1353111.0
2025-03-25 15:29:00+00:00,0.19121,0.19121,0.19108,0.19114,604733.0
2025-03-25 15:30:00+00:00,0.19114,0.19159,0.19114,0.19148,2987989.0
2025-03-25 15:31:00+00:00,0.19148,0.1919,0.19148,0.19152,1378713.0
2025-03-25 15:32:00+00:00,0.19152,0.19175,0.19114,0.19116,638707.0
2025-03-25 15:33:00+00:00,0.19116,0.19116,0.19064,0.19076,2187702.0
2025-03-25 15:34:00+00:00,0.19076,0.19089,0.19055,0.19086,1284345.0
2025-03-25 15:35:00+00:00,0.19086,0.19088,0.19052,0.19078,504265.0
2025-03-25 15:36:00+00:00,0.19078,0.19088,0.1904,0.19077,1072044.0
2025-03-25 15:37:00+00:00,0.19076,0.19076,0.19022,0.19028,1231159.0
2025-03-25 15:38:00+00:00,0.19029,0.1905,0.19008,0.19049,2553536.0
2025-03-25 15:39:00+00:00,0.19048,0.19074,0.19042,0.19068,740587.0
