strategy_rank,pattern,lag,stop_loss,take_profit,trailing_stop,position_size,holding_time,strategy_total_return,strategy_win_rate,trade_id,entry_timestamp,exit_timestamp,entry_price,exit_price,size,pnl,return_pct,duration_minutes,direction,status
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-02 16:08:00+00:00,2025-07-03 13:36:00+00:00,0.16857,0.17345,29661.268315833186,144.74698938126585,2.894939787625317,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-03 13:37:00+00:00,2025-07-10 16:24:00+00:00,0.17394,0.18199,29161.6275422021,234.75110171472716,4.628032654938489,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-10 16:25:00+00:00,2025-07-10 21:17:00+00:00,0.18226,0.18901,28474.426893163592,192.20238152885486,3.7035004938000777,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-10 21:26:00+00:00,2025-07-11 05:48:00+00:00,0.19102,0.20098,27671.711005718902,275.6102416169606,5.214113705371172,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-11 09:36:00+00:00,2025-07-14 03:42:00+00:00,0.19983,0.20521,27141.34693049544,146.02044648606534,2.692288445178399,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-14 03:43:00+00:00,2025-07-14 05:29:00+00:00,0.20581,0.21069,26707.475731810588,130.3324815712358,2.3711189932462005,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-14 05:30:00+00:00,2025-07-14 14:38:00+00:00,0.21003,0.2016,26481.13041541473,-223.23592940194612,-4.013712326810455,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-15 04:19:00+00:00,2025-07-15 13:48:00+00:00,0.19109,0.195,28521.71153094658,111.51989208600116,2.0461562614474857,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-15 16:09:00+00:00,2025-07-16 13:43:00+00:00,0.194,0.2003,28381.308260265887,178.80224203967464,3.247422680412363,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-16 15:06:00+00:00,2025-07-17 01:38:00+00:00,0.20497,0.21213,27298.506725430154,195.45730815407933,3.493194125969643,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-17 13:53:00+00:00,2025-07-17 22:51:00+00:00,0.21405,0.21946,26597.07347623667,143.89016750643987,2.527446858210689,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-18 01:11:00+00:00,2025-07-18 14:17:00+00:00,0.2278,0.24715,25307.500708260228,489.7001387048358,8.494293239683941,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-18 14:50:00+00:00,2025-07-18 20:49:00+00:00,0.24437,0.23203,24593.439172951254,-303.4830393942193,-5.049719687359346,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-20 22:25:00+00:00,2025-07-21 14:20:00+00:00,0.26762,0.27892,21889.833386880608,247.35511727175071,4.222404902473654,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-22 01:26:00+00:00,2025-07-22 14:04:00+00:00,0.26932,0.25987,22210.88210913732,-209.8928359313486,-3.5088370711421506,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-22 14:12:00+00:00,2025-07-22 18:56:00+00:00,0.26224,0.26768,22410.343012763842,121.91226598943558,2.0744356314826162,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-24 07:13:00+00:00,2025-07-25 10:02:00+00:00,0.22799,0.23297,26044.319859037274,129.7007128980067,2.1843063292249845,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-25 10:03:00+00:00,2025-07-28 13:41:00+00:00,0.2328,0.2386,25784.771654256492,149.55167559468737,2.491408934707899,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-07-29 16:47:00+00:00,2025-07-30 19:04:00+00:00,0.22096,0.21265,27504.84557797002,-228.56526675293117,-3.7608616944243347,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-01 01:00:00+00:00,2025-08-01 22:27:00+00:00,0.2077,0.19836,28710.582790234905,-268.1568432607937,-4.496870486278281,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-03 00:46:00+00:00,2025-08-04 14:02:00+00:00,0.19256,0.20508,30271.653634718492,379.00110350667546,6.501869547154132,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-04 14:03:00+00:00,2025-08-07 16:44:00+00:00,0.20512,0.21259,29341.8982822481,219.18398016839365,3.6417706708268383,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-07 16:56:00+00:00,2025-08-10 03:09:00+00:00,0.21275,0.23973,28804.710532262878,777.1510901604524,12.681551116333726,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-10 03:11:00+00:00,2025-08-11 12:44:00+00:00,0.23933,0.22704,27229.255466590705,-334.64754968439956,-5.135169013496007,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-11 14:38:00+00:00,2025-08-13 13:42:00+00:00,0.23103,0.24263,27483.244323148305,318.80563414851986,5.020992944639216,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-13 13:49:00+00:00,2025-08-14 12:30:00+00:00,0.24569,0.23382,26492.15170764465,-314.4618407697417,-4.83129146485408,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-14 12:43:00+00:00,2025-08-19 00:31:00+00:00,0.22891,0.2197,27747.262385506718,-255.55228657051703,-4.023415316063083,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-20 14:27:00+00:00,2025-08-20 15:07:00+00:00,0.21106,0.21637,29488.53259443326,156.58410807644032,2.5158722638112336,0.0,Long,Closed
4,btc_small_up_9m,0,0.035,0.02,0.0,0.5,30,0.23213050585817846,0.6756756756756757,,2025-08-22 12:44:00+00:00,2025-08-22 14:00:00+00:00,0.21044,0.2174,29947.451736453644,208.4342640857185,3.3073560159665645,0.0,Long,Closed
