strategy_rank,pattern,lag,stop_loss,take_profit,trailing_stop,position_size,holding_time,strategy_total_return,strategy_win_rate,trade_id,entry_timestamp,exit_timestamp,entry_price,exit_price,size,pnl,return_pct,duration_minutes,direction,status
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-01 14:28:00+00:00,2025-07-02 16:05:00+00:00,0.15864,0.16778,31517.90216843167,288.07362581946563,5.761472516389313,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-03 12:39:00+00:00,2025-07-03 13:37:00+00:00,0.17116,0.17394,30053.965955303418,83.55002535574386,1.624211264314099,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-03 14:33:00+00:00,2025-07-09 19:37:00+00:00,0.17269,0.17539,30029.601167338034,81.07992315181218,1.5634952805605322,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-09 20:09:00+00:00,2025-07-10 16:24:00+00:00,0.17571,0.18199,29744.1909234734,186.7935189994132,3.574070912298679,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-11 00:19:00+00:00,2025-07-11 05:48:00+00:00,0.19277,0.20098,27596.35081528878,226.56604019352108,4.258961456658198,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-11 15:55:00+00:00,2025-07-14 03:43:00+00:00,0.2026,0.20581,26816.542777689927,86.08110231638511,1.5844027640671356,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-14 14:27:00+00:00,2025-07-17 01:38:00+00:00,0.20353,0.21213,26905.478887231224,231.38711843018882,4.225421313811237,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-17 22:53:00+00:00,2025-07-18 01:11:00+00:00,0.218,0.2278,25650.301271253513,251.3729524582841,4.495412844036691,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-18 14:18:00+00:00,2025-07-20 22:08:00+00:00,0.24553000000000003,0.26852,23286.1652480854,535.3489390534824,9.363417912271395,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-20 22:12:00+00:00,2025-07-21 14:20:00+00:00,0.26828,0.27892,22309.253850041558,237.37046096444192,3.9660056657223755,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-22 01:17:00+00:00,2025-07-22 01:21:00+00:00,0.26411,0.26884,23110.86991545708,109.31441470011214,1.7909204498125806,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-22 13:51:00+00:00,2025-07-23 20:34:00+00:00,0.26386,0.23503,23339.91154673473,-672.8896498923623,-10.926248768286213,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-23 20:35:00+00:00,2025-07-28 13:41:00+00:00,0.23444,0.2386,24833.749512776165,103.30839797314911,1.774441221634538,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-07-29 00:34:00+00:00,2025-08-01 22:27:00+00:00,0.2255,0.19836,26047.35447787946,-706.9252005296485,-12.035476718403546,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-08-02 17:52:00+00:00,2025-08-04 14:02:00+00:00,0.19184,0.20508,28775.103390830867,380.98236889460077,6.901584653878233,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-08-05 12:39:00+00:00,2025-08-07 16:44:00+00:00,0.20327,0.21259,28094.195006367365,261.83789745934337,4.58503468293402,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-08-07 16:45:00+00:00,2025-08-10 03:09:00+00:00,0.21264,0.23973,27471.905416073958,744.2139177214431,12.739841986455975,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-08-10 21:04:00+00:00,2025-08-11 01:33:00+00:00,0.23164,0.23638,26824.956512410154,127.15029386882452,2.0462787083405347,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-08-11 12:44:00+00:00,2025-08-11 14:35:00+00:00,0.22704,0.23058,27648.46755403938,97.87557514130003,1.5591966173361624,0.0,Long,Closed
2,btc_small_down_10m,0,0.1,0.015,0.01,0.5,15,0.20564832768491187,0.8275862068965517,,2025-08-11 14:48:00+00:00,2025-08-13 13:42:00+00:00,0.22831,0.24263,27709.01783119333,396.7931353426884,6.272173798782356,0.0,Long,Closed
