pattern,lag,stop_loss,take_profit,trailing_stop,position_size,holding_time,source,total_return,total_return_pct,win_rate,total_trades,max_drawdown,max_drawdown_pct,sharpe_ratio,profit_factor,avg_trade_duration_minutes,avg_trade_return_pct,final_value,risk_adjusted_return
btc_small_up_10m,0,0.035,0.035,0.0,0.1,5,high_frequency,0.032365364828073416,3.2365364828073417,0.5428571428571428,35,-0.031109602653576762,-3.1109602653576762,22.03176499389097,1.4210219981584922,3.352380952380952e-10,0.9280087631733455,10323.653648280735,0.032365364828073416
btc_vol_breakout_10m,0,0.0125,0.035,0.0,0.1,20,high_frequency,0.016108318670537174,1.6108318670537174,0.3684210526315789,38,-0.020003687098256395,-2.0003687098256395,15.575355580719906,1.2692872946300529,2.1052631578947368e-10,0.4294822676000183,10161.083186705371,0.016108318670537174
btc_vol_breakout_2m,0,0.035,0.03,0.0,0.2,10,high_frequency,0.03120732983038954,3.120732983038954,0.5789473684210527,38,-0.05918010386419159,-5.918010386419159,12.273320918931045,1.1864399950403943,3.473684210526316e-10,0.4307082105880988,10312.073298303896,0.03120732983038954
btc_hl_breakout_2m,0,0.02,0.05,0.0,0.2,60,high_frequency,0.04197142600141728,4.197142600141728,0.38461538461538464,39,-0.06505527558587765,-6.505527558587765,15.551197831608867,1.243463122872976,3.333333333333333e-10,0.5583121063685555,10419.714260014172,0.04197142600141728
btc_hl_breakout_4m,0,0.02,0.03,0.0,0.15,10,high_frequency,0.03563100921361115,3.563100921361115,0.4897959183673469,49,-0.03334447991629019,-3.3344479916290193,18.050348581931846,1.2541841872291617,2.54421768707483e-10,0.4931721276562549,10356.310092136111,0.03563100921361115
btc_hl_breakout_7m,0,0.03,0.03,0.0,0.2,60,high_frequency,0.030177680093509685,3.0177680093509682,0.5121951219512195,41,-0.08537673756800201,-8.537673756800201,11.048096873497292,1.1513187872826771,3.0853658536585365e-10,0.3941516778491108,10301.776800935097,0.030177680093509685
btc_bullish,0,0.01,0.045,0.0,0.15,30,high_frequency,0.03502801179281121,3.502801179281121,0.31746031746031744,63,-0.042336030830157245,-4.2336030830157245,15.935253176421833,1.222241449509772,1.986772486772487e-10,0.3800246180041482,10350.280117928112,0.03502801179281121
btc_vol_breakout_8m,0,0.03,0.025,0.0,0.1,10,high_frequency,0.029281467634881722,2.928146763488172,0.5882352941176471,34,-0.02028062193475655,-2.028062193475655,26.161800879014734,1.4989319596676975,3.0784313725490195e-10,0.8606215601713343,10292.814676348817,0.029281467634881722
btc_vol_breakout_9m,0,0.0175,0.045,0.0,0.1,45,high_frequency,-0.0012419652924089632,-0.12419652924089632,0.36363636363636365,33,-0.029669915829879656,-2.9669915829879656,-0.6885475092297496,0.982244257924706,3.1515151515151516e-10,-0.025876373849887654,9987.580347075911,-0.0012419652924089632
btc_hl_breakout_4m,0,0.0175,0.04,0.0,0.05,15,high_frequency,0.0075414935787140565,0.7541493578714057,0.41304347826086957,46,-0.01357132839217301,-1.357132839217301,11.472667839182007,1.1670984188335989,2.757246376811594e-10,0.33264821520724513,10075.414935787141,0.0075414935787140565
btc_hl_breakout_9m,0,0.0125,0.025,0.0,0.1,20,high_frequency,0.023297319036912734,2.3297319036912736,0.4126984126984127,63,-0.028271433912684274,-2.8271433912684274,16.331060123413085,1.2222857497251036,1.8015873015873017e-10,0.3757048342247034,10232.973190369128,0.023297319036912734
btc_hl_breakout_3m,0,0.0175,0.03,0.0,0.15,15,high_frequency,0.002169259888990223,0.2169259888990223,0.4117647058823529,51,-0.05269525542393971,-5.269525542393971,1.683641079113426,1.0143392292236166,2.3562091503267974e-10,0.04300107650454578,10021.692598889902,0.002169259888990223
btc_hl_breakout_5m,0,0.015,0.04,0.0,0.2,60,high_frequency,0.008695590305327846,0.8695590305327846,0.3541666666666667,48,-0.07028952218183815,-7.028952218183814,4.109258487575731,1.0460065272305945,2.6597222222222224e-10,0.11086256662995145,10086.955903053278,0.008695590305327846
btc_vol_breakout_10m,0,0.0175,0.05,0.0,0.1,15,high_frequency,0.009208324932565471,0.9208324932565471,0.3448275862068966,29,-0.02103755625685999,-2.103755625685999,8.520268997884688,1.1639837629296454,3.3620689655172413e-10,0.3278370521913405,10092.083249325655,0.009208324932565471
btc_hl_breakout_10m,0,0.0075,0.015,0.0,0.2,20,high_frequency,-0.007563734291975834,-0.7563734291975834,0.38095238095238093,84,-0.0920473122201233,-9.204731222012331,-1.9673754819050233,0.9677831097310661,1.1170634920634921e-10,-0.03187542615782499,9924.36265708024,-0.007563734291975834
btc_vol_breakout_10m,0,0.015,0.01,0.0,0.05,60,high_frequency,0.005813926375631808,0.5813926375631808,0.6037735849056604,53,-0.0084109335921988,-0.8410933592198799,12.183763061943681,1.2104322632838065,1.2232704402515723e-10,0.22138284510376757,10058.139263756319,0.005813926375631808
btc_vol_breakout_2m,0,0.0075,0.05,0.0,0.25,90,high_frequency,-0.008762322001473559,-0.8762322001473558,0.21428571428571427,56,-0.08614698253894959,-8.614698253894959,-1.8768214522653812,0.9618165289489482,2.011904761904762e-10,-0.03823369093709555,9912.376779985265,-0.008762322001473559
btc_vol_breakout_10m,0,0.025,0.035,0.0,0.1,30,high_frequency,0.019904922890290423,1.9904922890290424,0.5161290322580645,31,-0.027817672753585376,-2.7817672753585376,16.52531100084527,1.317231740629635,3.10752688172043e-10,0.6497938474087043,10199.049228902904,0.019904922890290423
btc_hl_breakout_8m,0,0.01,0.01,0.0,0.25,20,high_frequency,-0.017972427082233344,-1.7972427082233344,0.4725274725274725,91,-0.10518978470082874,-10.518978470082875,-4.381409241952771,0.9391211800191801,9.688644688644688e-11,-0.06484795878445011,9820.275729177667,-0.017972427082233344
btc_bullish,0,0.01,0.01,0.0,0.25,45,high_frequency,0.036214918870630254,3.6214918870630255,0.5229357798165137,109,-0.06179772468947209,-6.179772468947209,10.869664022462116,1.111407070259231,1.0244648318042814e-10,0.14489979498571637,10362.149188706302,0.036214918870630254
btc_small_up_9m,0,0.0125,0.01,0.0,0.25,20,high_frequency,0.014223756611867247,1.4223756611867246,0.5409836065573771,61,-0.05486834757421,-5.486834757421,6.020473928087315,1.0785535465806888,1.2431693989071037e-10,0.10687857443136702,10142.237566118672,0.014223756611867247
btc_bullish,0,0.005,0.035,0.0,0.05,30,high_frequency,0.009438590159799412,0.9438590159799412,0.26136363636363635,88,-0.013799824611912759,-1.3799824611912759,12.708482420792956,1.159390475582801,1.3371212121212121e-10,0.21760923861962214,10094.385901597994,0.009438590159799412
btc_vol_breakout_8m,0,0.02,0.04,0.0,0.2,15,high_frequency,0.01940633427479993,1.940633427479993,0.4411764705882353,34,-0.05798013051115736,-5.798013051115736,8.530544601144827,1.1329423744572087,3.2401960784313726e-10,0.30795398323320616,10194.063342747999,0.01940633427479993
btc_small_up_10m,0,0.02,0.05,0.0,0.2,15,high_frequency,0.049639095722317936,4.963909572231794,0.36585365853658536,41,-0.07203220757065587,-7.203220757065587,17.076037822585377,1.2767093348827505,2.6260162601626015e-10,0.6246711658043563,10496.390957223179,0.049639095722317936
btc_hl_breakout_4m,0,0.015,0.06,0.0,0.1,90,high_frequency,0.009308573675991078,0.9308573675991078,0.3076923076923077,39,-0.03192291222138299,-3.1922912221382993,7.2308445384836295,1.1087903640723107,3.3162393162393165e-10,0.25370882414271606,10093.085736759911,0.009308573675991078
btc_hl_breakout_8m,0,0.01,0.025,0.0,0.15,15,high_frequency,0.0021239962032965423,0.21239962032965423,0.34328358208955223,67,-0.05789680081404125,-5.789680081404125,1.6357178928391611,1.0132013848681243,1.574626865671642e-10,0.03382655719687932,10021.239962032965,0.0021239962032965423
btc_small_up_9m,0,0.0125,0.035,0.0,0.2,20,high_frequency,0.028282714409283084,2.8282714409283085,0.37209302325581395,43,-0.047247704787368394,-4.72477047873684,12.327931852763513,1.1942379450285305,2.2286821705426357e-10,0.3430361068511825,10282.827144092831,0.028282714409283084
btc_hl_breakout_5m,0,0.005,0.045,0.0,0.2,15,high_frequency,0.026193539970088022,2.619353997008802,0.24285714285714285,70,-0.08868759176211871,-8.86875917621187,10.05161362730346,1.1264886141762196,1.5214285714285713e-10,0.2023312642550703,10261.93539970088,0.026193539970088022
btc_vol_breakout_8m,0,0.02,0.045,0.0,0.05,15,high_frequency,0.004897948303712496,0.4897948303712496,0.3870967741935484,31,-0.011220183789830585,-1.1220183789830585,8.808687154756718,1.1661345924416135,3.4301075268817204e-10,0.3208997541067225,10048.979483037125,0.004897948303712496
btc_vol_breakout_8m,0,0.035,0.025,0.0,0.25,60,high_frequency,0.06868737927592697,6.868737927592697,0.625,32,-0.054000561607242425,-5.400056160724242,24.547308771626742,1.4558455671387036,3.3177083333333336e-10,0.8593972857487954,10686.87379275927,0.06868737927592697
btc_hl_breakout_6m,0,0.0075,0.045,0.0,0.1,45,high_frequency,-0.012106785267938722,-1.2106785267938722,0.2542372881355932,59,-0.04560295007630888,-4.560295007630888,-9.25498747020104,0.8825345049224637,1.977401129943503e-10,-0.19804302381231406,9878.932147320613,-0.012106785267938722
btc_hl_breakout_8m,0,0.01,0.045,0.0,0.2,45,high_frequency,-0.004368663517076834,-0.43686635170768334,0.2545454545454545,55,-0.08463325904834396,-8.463325904834395,-0.704534620746259,0.9771253017588317,2.084848484848485e-10,-0.019857573258386448,9956.313364829231,-0.004368663517076834
btc_vol_breakout_2m,0,0.02,0.035,0.0,0.1,30,high_frequency,0.014291776386929916,1.4291776386929915,0.45454545454545453,44,-0.030290637458227687,-3.0290637458227687,11.22984172724164,1.1642483244181896,2.8446969696969694e-10,0.3339572850508285,10142.9177638693,0.014291776386929916
btc_vol_breakout_10m,0,0.0125,0.06,0.0,0.05,5,high_frequency,0.006431470631341256,0.6431470631341256,0.28125,32,-0.011164512442089491,-1.1164512442089491,11.552517027389234,1.2262104771041182,3.0208333333333335e-10,0.40688886692983567,10064.314706313413,0.006431470631341256
btc_hl_breakout_5m,0,0.005,0.035,0.0,0.15,45,high_frequency,0.026651715107809035,2.6651715107809038,0.273972602739726,73,-0.06436017773253755,-6.436017773253755,13.11910397155705,1.1679085294680704,1.454337899543379e-10,0.253377661810866,10266.517151078091,0.026651715107809035
btc_vol_breakout_9m,0,0.035,0.05,0.0,0.15,30,high_frequency,0.012198549524843269,1.219854952484327,0.45454545454545453,22,-0.04766554421542191,-4.766554421542191,6.915135043050416,1.1341396195729505,5.371212121212122e-10,0.4012571417487849,10121.985495248433,0.012198549524843269
btc_hl_breakout_9m,0,0.01,0.01,0.0,0.25,10,high_frequency,-0.0023792901877741314,-0.23792901877741313,0.4782608695652174,92,-0.1022990473417198,-10.22990473417198,0.31501032947463026,0.9921044063699545,9.909420289855074e-11,0.0049140174543576,9976.207098122259,-0.0023792901877741314
btc_vol_breakout_9m,0,0.035,0.025,0.0,0.05,20,high_frequency,0.013138708989448503,1.3138708989448502,0.6206896551724138,29,-0.010326602469268198,-1.0326602469268198,23.898180731060158,1.4998969289863893,3.5459770114942525e-10,0.9071553760431773,10131.387089894484,0.013138708989448503
btc_hl_breakout_6m,0,0.02,0.03,0.0,0.25,90,high_frequency,-0.0036643129043408863,-0.3664312904340886,0.4166666666666667,48,-0.09817263326315506,-9.817263326315507,-0.149027496310207,0.9857684585715331,2.642361111111111e-10,-0.003799400184585055,9963.356870956592,-0.0036643129043408863
btc_vol_breakout_2m,0,0.005,0.035,0.0,0.25,30,high_frequency,-0.03524949784833866,-3.5249497848338662,0.23076923076923078,78,-0.09972372911700722,-9.972372911700722,-11.051427001959551,0.8655100731995122,1.2564102564102564e-10,-0.17021699542551377,9647.505021516614,-0.03524949784833866
btc_bullish,0,0.005,0.02,0.0,0.15,15,high_frequency,0.02454607047518259,2.454607047518259,0.3425925925925926,108,-0.03647444578159398,-3.647444578159398,11.641173614966972,1.1254250652307203,1.0339506172839506e-10,0.15893474644847325,10245.460704751826,0.02454607047518259
btc_hl_breakout_3m,0,0.005,0.045,0.0,0.2,30,high_frequency,0.001155139873646999,0.11551398736469991,0.23880597014925373,67,-0.0709134339814319,-7.091343398143191,1.1884063225666701,1.0062916011559806,1.5472636815920398e-10,0.02244822265586741,10011.55139873647,0.001155139873646999
btc_hl_breakout_6m,0,0.02,0.05,0.0,0.05,60,high_frequency,-0.0015074796841956924,-0.15074796841956925,0.34210526315789475,38,-0.018450709963165113,-1.8450709963165113,-1.9874108968458066,0.9665757416189596,3.425438596491228e-10,-0.0719746785941429,9984.925203158044,-0.0015074796841956924
btc_hl_breakout_2m,0,0.025,0.015,0.0,0.2,20,high_frequency,0.03331172259934458,3.3311722599344584,0.6101694915254238,59,-0.05017571259538678,-5.017571259538678,13.293375960546781,1.170937693706933,1.8559322033898304e-10,0.29523529665783255,10333.117225993446,0.03331172259934458
btc_hl_breakout_6m,0,0.025,0.045,0.0,0.25,10,high_frequency,0.01956591080306289,1.956591080306289,0.42105263157894735,38,-0.08676540986070558,-8.676540986070558,6.722010264719069,1.0856270352811461,3.3289473684210525e-10,0.23954360969988348,10195.659108030628,0.01956591080306289
btc_hl_breakout_5m,0,0.015,0.03,0.0,0.2,5,high_frequency,0.008456163963804829,0.8456163963804828,0.4107142857142857,56,-0.07159594601526942,-7.159594601526942,4.092878546933839,1.0414572661533448,1.994047619047619e-10,0.09257367475855129,10084.561639638048,0.008456163963804829
btc_small_down_10m,0,0.025,0.015,0.0,0.2,5,high_frequency,0.046754950772517054,4.675495077251705,0.6086956521739131,46,-0.043540831700123905,-4.354083170012391,19.43762469172498,1.3187335866689485,1.8623188405797103e-10,0.5146936682582871,10467.54950772517,0.046754950772517054
btc_hl_breakout_4m,0,0.0175,0.035,0.0,0.15,10,high_frequency,0.020371967300242794,2.0371967300242795,0.4166666666666667,48,-0.040341263923715176,-4.034126392371517,10.692927300087117,1.1424248005181044,2.625e-10,0.2967620900809168,10203.719673002428,0.020371967300242794
btc_hl_breakout_3m,0,0.035,0.035,0.0,0.1,90,high_frequency,0.02529032044652297,2.529032044652297,0.5833333333333334,36,-0.02970437335055298,-2.970437335055298,18.943608367575433,1.3245590161442198,3.675925925925926e-10,0.7087685692993713,10252.90320446523,0.02529032044652297
btc_hl_breakout_6m,0,0.02,0.01,0.0,0.1,30,high_frequency,-0.006658121159564871,-0.6658121159564871,0.5915492957746479,71,-0.03634283451967957,-3.6342834519679568,-4.855997492821624,0.93513734415288,1.4295774647887323e-10,-0.08774590966725711,9933.418788404351,-0.006658121159564871
btc_small_down_10m,0,0.015,0.03,0.0,0.15,90,high_frequency,0.04069514964121438,4.069514964121438,0.4375,48,-0.034293777958152805,-3.4293777958152805,24.2904301250443,1.3826631391314204,1.9270833333333333e-10,0.5660147632448661,10406.951496412144,0.04069514964121438
btc_hl_breakout_7m,0,0.02,0.03,0.0,0.15,5,high_frequency,0.020800338641905523,2.0800338641905523,0.42,50,-0.05932839330678519,-5.932839330678519,9.98968834151376,1.1316951358921647,2.5333333333333334e-10,0.29401395574547706,10208.003386419055,0.020800338641905523
btc_hl_breakout_7m,0,0.02,0.01,0.0,0.15,15,high_frequency,0.011302004478169852,1.1302004478169851,0.581081081081081,74,-0.05673956522119117,-5.673956522119116,5.846176556246018,1.0687955675116751,1.4166666666666667e-10,0.11318613461807814,10113.020044781699,0.011302004478169852
btc_hl_breakout_10m,0,0.0175,0.06,0.0,0.2,20,high_frequency,0.03281620056594797,3.2816200565947975,0.3,40,-0.07218769054061636,-7.218769054061635,11.467675135399507,1.1651322586711337,3.225e-10,0.44474189363657624,10328.16200565948,0.03281620056594797
btc_alt_aligned,0,0.0075,0.02,0.0,0.15,45,high_frequency,0.0056495635279033875,0.5649563527903387,0.36893203883495146,103,-0.05377032909103485,-5.377032909103486,3.148247713735497,1.0261440542495357,1.2540453074433655e-10,0.046574585288848495,10056.495635279034,0.0056495635279033875
btc_hl_breakout_4m,0,0.0075,0.05,0.0,0.1,30,high_frequency,0.0007439267774318978,0.07439267774318978,0.25,52,-0.03159756343584885,-3.159756343584885,0.9536864457668869,1.0080033248575475,2.3205128205128206e-10,0.02588132389532751,10007.43926777432,0.0007439267774318978
btc_hl_breakout_4m,0,0.0075,0.015,0.0,0.05,15,high_frequency,-0.003558732144820601,-0.3558732144820601,0.4,80,-0.019927595375303198,-1.9927595375303198,-5.587037169807801,0.9329269471428083,1.1708333333333334e-10,-0.08639529023892244,9964.412678551795,-0.003558732144820601
btc_small_up_9m,0,0.01,0.025,0.0,0.2,5,high_frequency,0.008167867200470233,0.8167867200470234,0.38,50,-0.05872105698754748,-5.872105698754748,4.168228653731562,1.0528523736130817,1.6600000000000002e-10,0.09635037504665867,10081.678672004702,0.008167867200470233
btc_vol_breakout_2m,0,0.035,0.015,0.0,0.15,5,high_frequency,0.031099322432051053,3.1099322432051055,0.6862745098039216,51,-0.034130078142492026,-3.4130078142492026,16.448771533021855,1.2655602195746052,2.238562091503268e-10,0.4129757052894255,10310.993224320511,0.031099322432051053
btc_hl_breakout_3m,0,0.02,0.015,0.0,0.05,90,high_frequency,0.005630034267342751,0.5630034267342752,0.5645161290322581,62,-0.0131226819416852,-1.31226819416852,8.779036012119889,1.1165708283668234,1.717741935483871e-10,0.18525123122229512,10056.300342673427,0.005630034267342751
btc_vol_breakout_3m,0,0.0175,0.045,0.0,0.05,60,high_frequency,0.0007476361818276359,0.0747636181827636,0.3684210526315789,38,-0.01687329739065746,-1.687329739065746,1.340412847269548,1.0179889162309477,2.9210526315789477e-10,0.045741433886443555,10007.476361818277,0.0007476361818276359
btc_hl_breakout_2m,0,0.015,0.045,0.0,0.1,20,high_frequency,0.011136745432170938,1.1136745432170938,0.35555555555555557,45,-0.02871494525175522,-2.871494525175522,8.930038103308188,1.1265084930907105,2.874074074074074e-10,0.2577793326544983,10111.36745432171,0.011136745432170938
btc_hl_breakout_8m,0,0.01,0.01,0.0,0.05,45,high_frequency,-0.0030794767182651867,-0.30794767182651867,0.4725274725274725,91,-0.021660923922418585,-2.1660923922418585,-4.365838060982992,0.9462491457014189,9.688644688644688e-11,-0.06484795878444893,9969.205232817349,-0.0030794767182651867
btc_hl_breakout_8m,0,0.0075,0.05,0.0,0.25,20,high_frequency,-0.016695886091757758,-1.6695886091757757,0.21428571428571427,56,-0.12324146530077562,-12.324146530077563,-3.7422946297755426,0.9351724361921376,2.0952380952380952e-10,-0.09161779783000337,9833.041139082423,-0.016695886091757758
btc_small_up_10m,0,0.01,0.06,0.0,0.25,20,high_frequency,0.026212061051289492,2.621206105128949,0.22727272727272727,44,-0.08837745557141219,-8.837745557141218,8.307302846216238,1.1240821324563244,2.1666666666666667e-10,0.2715943289767842,10262.120610512895,0.026212061051289492
btc_hl_breakout_4m,0,0.035,0.05,0.0,0.1,5,high_frequency,0.018988590464377616,1.8988590464377615,0.4827586206896552,29,-0.030997373741819545,-3.0997373741819545,13.818911526657287,1.2521692441662973,4.787356321839081e-10,0.6696733509412084,10189.885904643776,0.018988590464377616
btc_hl_breakout_9m,0,0.005,0.04,0.0,0.05,10,high_frequency,0.0018111958157132676,0.18111958157132677,0.2361111111111111,72,-0.028970805926068155,-2.8970805926068155,2.799068364612158,1.0347602444277417,1.4490740740740742e-10,0.054558488640894645,10018.111958157133,0.0018111958157132676
btc_vol_breakout_3m,0,0.0125,0.035,0.0,0.2,10,high_frequency,0.03181007315011348,3.181007315011348,0.3877551020408163,49,-0.056956617207765126,-5.695661720776513,12.977943806667225,1.177048328347594,1.9829931972789115e-10,0.3406453988437902,10318.100731501134,0.03181007315011348
btc_hl_breakout_4m,0,0.0075,0.03,0.0,0.15,5,high_frequency,0.004754117550575029,0.4754117550575029,0.3333333333333333,69,-0.05223223251725739,-5.22322325172574,3.047406113515518,1.0296343683422557,1.683574879227053e-10,0.05688748356935631,10047.54117550575,0.004754117550575029
btc_hl_breakout_6m,0,0.005,0.01,0.0,0.05,5,high_frequency,-0.012180794690802611,-1.2180794690802612,0.3942307692307692,104,-0.03086235817670302,-3.086235817670302,-20.128638617740126,0.784215957003844,8.141025641025642e-11,-0.2338575144329086,9878.192053091974,-0.012180794690802611
btc_vol_breakout_10m,0,0.03,0.015,0.0,0.05,45,high_frequency,0.007947634926460763,0.7947634926460763,0.625,40,-0.01018186511120478,-1.018186511120478,14.9533275600302,1.2688756022293675,2.345833333333333e-10,0.400187733949779,10079.476349264607,0.007947634926460763
btc_hl_breakout_1m,0,0.015,0.05,0.0,0.1,30,high_frequency,0.010942889544740217,1.0942889544740217,0.32558139534883723,43,-0.030668440648618067,-3.0668440648618067,8.821544463341533,1.1268359970381163,2.937984496124031e-10,0.2667669683856653,10109.428895447401,0.010942889544740217
btc_alt_aligned,0,0.02,0.05,0.0,0.2,10,high_frequency,0.042461593585458125,4.246159358545812,0.3617021276595745,47,-0.06801526892213527,-6.801526892213527,14.345505245801778,1.197714825712639,2.971631205673759e-10,0.4748621388365208,10424.615935854581,0.042461593585458125
btc_hl_breakout_4m,0,0.03,0.01,0.0,0.15,15,high_frequency,0.04369856662283844,4.369856662283844,0.7213114754098361,61,-0.03136598201667318,-3.1365982016673177,22.64724902753186,1.3566320871836177,1.762295081967213e-10,0.47934391518912534,10436.985666228384,0.04369856662283844
btc_hl_breakout_3m,0,0.005,0.03,0.0,0.25,90,high_frequency,-0.016593317741615966,-1.6593317741615967,0.27848101265822783,79,-0.09446293793433636,-9.446293793433636,-4.817747478768618,0.9358794901598906,1.1919831223628693e-10,-0.07058065107521243,9834.06682258384,-0.016593317741615966
btc_vol_breakout_9m,0,0.025,0.06,0.0,0.2,30,high_frequency,0.04434725051949651,4.434725051949651,0.38095238095238093,21,-0.04144298409225611,-4.144298409225611,19.219170704212157,1.456232685021931,5.119047619047619e-10,1.0757175954492029,10443.472505194964,0.04434725051949651
btc_small_up_10m,0,0.03,0.06,0.0,0.1,15,high_frequency,0.023641601522966574,2.3641601522966575,0.37037037037037035,27,-0.03371765225112677,-3.3717652251126773,16.374398907531987,1.3210775099007028,4.580246913580247e-10,0.8935211483052087,10236.416015229666,0.023641601522966574
btc_small_down_10m,0,0.0125,0.015,0.0,0.05,30,high_frequency,0.016838507986053543,1.6838507986053544,0.5245901639344263,61,-0.01048417455613393,-1.048417455613393,31.412924844140164,1.4867469459211158,1.1967213114754098e-10,0.5508917756704699,10168.385079860536,0.016838507986053543
btc_hl_breakout_2m,0,0.015,0.04,0.0,0.2,10,high_frequency,0.03435357448438435,3.435357448438435,0.3829787234042553,47,-0.05372197846203852,-5.372197846203852,13.796696393360603,1.1907161183591286,2.7056737588652484e-10,0.38171683508761706,10343.535744843844,0.03435357448438435
btc_hl_breakout_5m,0,0.005,0.025,0.0,0.2,15,high_frequency,0.011194844582458403,1.1194844582458403,0.28735632183908044,87,-0.09172403542211616,-9.172403542211615,4.859941167428183,1.0481361586826183,1.1206896551724139e-10,0.07750269473175259,10111.948445824584,0.011194844582458403
btc_small_up_10m,0,0.0175,0.06,0.0,0.05,30,high_frequency,0.008423512368075444,0.8423512368075444,0.2894736842105263,38,-0.019594722230124706,-1.9594722230124706,11.734179621538432,1.209034321675443,2.9736842105263155e-10,0.45071012476193206,10084.235123680755,0.008423512368075444
btc_hl_breakout_8m,0,0.005,0.015,0.0,0.25,5,high_frequency,-0.01889310791910175,-1.8893107919101748,0.3118279569892473,93,-0.12798969251425618,-12.798969251425618,-4.678690602933645,0.9356561729187258,9.49820788530466e-11,-0.06745699151063247,9811.068920808983,-0.01889310791910175
btc_vol_breakout_2m,0,0.015,0.045,0.0,0.25,15,high_frequency,0.02777204761027001,2.7772047610270008,0.3617021276595745,47,-0.07185850648599523,-7.185850648599523,9.359038245223715,1.122667945113631,2.602836879432624e-10,0.2598826682177356,10277.7204761027,0.02777204761027001
btc_hl_breakout_9m,0,0.035,0.01,0.0,0.15,60,high_frequency,0.041304489535492914,4.130448953549291,0.7192982456140351,57,-0.04200405221446524,-4.200405221446523,18.96137717283779,1.3237225713435314,2.1461988304093566e-10,0.48859095845662437,10413.04489535493,0.041304489535492914
btc_vol_breakout_9m,0,0.03,0.04,0.0,0.15,15,high_frequency,0.030095420551821326,3.009542055182133,0.5517241379310345,29,-0.043247437358518104,-4.32474373585181,16.433336377021337,1.302408572235225,3.8333333333333335e-10,0.70533035660892,10300.954205518214,0.030095420551821326
btc_hl_breakout_5m,0,0.0075,0.05,0.0,0.25,10,high_frequency,-0.009868045092255761,-0.986804509225576,0.2545454545454545,55,-0.09810080908917018,-9.81008090891702,-2.087330055497688,0.9614623014619208,2.2636363636363636e-10,-0.04515648020394985,9901.319549077441,-0.009868045092255761
btc_hl_breakout_10m,0,0.03,0.03,0.0,0.2,30,high_frequency,0.050964078517233294,5.096407851723329,0.55,40,-0.062843270351572,-6.2843270351572,17.64738611204568,1.2756781511563051,3.1458333333333336e-10,0.653959524829607,10509.640785172332,0.050964078517233294
btc_bullish,0,0.015,0.05,0.0,0.05,15,high_frequency,0.01128697257018839,1.1286972570188392,0.32,50,-0.013071383773230916,-1.3071383773230916,14.930941732435226,1.2309798450663054,2.61e-10,0.45674595998799006,10112.869725701883,0.01128697257018839
btc_hl_breakout_4m,0,0.03,0.02,0.0,0.1,45,high_frequency,0.02665966339280519,2.6659663392805193,0.6041666666666666,48,-0.021516929289786768,-2.151692928978677,20.298164072299677,1.3120287667899635,2.430555555555556e-10,0.5592095969770204,10266.596633928051,0.02665966339280519
btc_vol_breakout_8m,0,0.0075,0.05,0.0,0.15,45,high_frequency,-0.003389060528928985,-0.3389060528928985,0.23255813953488372,43,-0.037746388808930886,-3.7746388808930886,-1.6882755199143413,0.966874596362587,2.2480620155038762e-10,-0.04117785156940555,9966.109394710711,-0.003389060528928985
btc_hl_breakout_2m,0,0.0075,0.06,0.0,0.2,15,high_frequency,-0.015219428529262382,-1.5219428529262382,0.21428571428571427,56,-0.08975613809130689,-8.975613809130689,-5.027603792224257,0.9227636430965573,2.1101190476190478e-10,-0.11567944493600178,9847.805714707376,-0.015219428529262382
btc_small_down_10m,0,0.035,0.06,0.0,0.05,45,high_frequency,0.009399822955219662,0.9399822955219662,0.44,25,-0.016767952810918363,-1.6767952810918363,14.029924627794115,1.2696040076049884,4.693333333333334e-10,0.7619911453023016,10093.998229552197,0.009399822955219662
btc_vol_breakout_2m,0,0.02,0.04,0.0,0.25,60,high_frequency,0.01719505067021155,1.719505067021155,0.4186046511627907,43,-0.07964351312489026,-7.964351312489026,6.167084519991815,1.0761307017290547,2.8953488372093023e-10,0.1865607808568819,10171.950506702116,0.01719505067021155
btc_hl_breakout_9m,0,0.0075,0.04,0.0,0.25,15,high_frequency,0.0032202043195924033,0.32202043195924035,0.27419354838709675,62,-0.12590870676883237,-12.590870676883236,1.9437567434164598,1.011545888841788,1.8763440860215054e-10,0.04556457849947932,10032.202043195924,0.0032202043195924033
