strategy_rank,pattern,lag,stop_loss,take_profit,trailing_stop,position_size,holding_time,strategy_total_return,strategy_win_rate,trade_id,entry_timestamp,exit_timestamp,entry_price,exit_price,size,pnl,return_pct,duration_minutes,direction,status
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-01 14:40:00+00:00,2025-07-14 05:23:00+00:00,0.15914,0.20868,31418.876460977754,1556.4911398768381,31.12982279753676,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-14 05:25:00+00:00,2025-07-15 01:22:00+00:00,0.20991,0.19297,27527.252488868653,-466.3116571614346,-8.070125291791713,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-15 02:00:00+00:00,2025-07-20 22:08:00+00:00,0.19365,0.26852,28634.59716683554,2143.8722898809765,38.66253550219467,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-20 22:10:00+00:00,2025-07-23 20:34:00+00:00,0.26932,0.23503,24569.381725449985,-842.4840993656808,-12.73206594385862,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-23 20:35:00+00:00,2025-07-25 03:33:00+00:00,0.23444,0.22268,26428.015000065476,-310.7934564007701,-5.01620883808224,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-25 03:35:00+00:00,2025-07-30 19:05:00+00:00,0.22243,0.21087,27156.350799869466,-313.92741524649045,-5.1971406734702965,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-07-30 19:07:00+00:00,2025-08-01 22:27:00+00:00,0.21075,0.19836,27916.599766508756,-345.8866711070432,-5.879003558718856,0.0,Long,Closed
6,btc_vol_breakout_2m,0,0.05,0.3,0.0,0.5,1440,0.19400822720309152,0.375,,2025-08-02 17:52:00+00:00,2025-08-29 21:36:00+00:00,0.19184,0.21235,29766.889414294194,610.5189018871743,10.691201000834035,0.0,Long,Open
