id,col,size,entry_idx,entry_price,entry_fees,exit_idx,exit_price,exit_fees,pnl,return,direction,status,parent_id,duration_minutes,return_pct,pnl_pct,entry_time,exit_time
0,0,45874.46582806212,223,0.20688,9.490509490509492,230,0.20477,9.393714367612281,77.91089903908883,0.00820934841453978,1,1,0,7.0,0.8209348414539779,7791.089903908884,2025-03-03 19:00:00,2025-03-03 19:07:00
1,0,46875.37200148967,248,0.20404,9.564450903183952,275,0.2016,9.450074995500318,95.3613817849498,0.009970397961184006,1,1,1,27.0,0.9970397961184007,9536.13817849498,2025-03-03 19:25:00,2025-03-03 19:52:00
2,0,48240.99986544304,292,0.20014,9.65495371306977,322,0.19634,9.471637913581086,164.18920786203336,0.017005696012791116,1,1,2,30.0,1.7005696012791116,16418.920786203336,2025-03-03 20:09:00,2025-03-03 20:39:00
3,0,49265.73082562597,337,0.19913999999999998,9.810777636615155,388,0.19682,9.696481141099703,94.78923673773812,0.009661745505674474,1,1,3,51.0,0.9661745505674474,9478.923673773812,2025-03-03 20:54:00,2025-03-03 21:45:00
4,0,50398.256307971096,390,0.19645,9.900737451700923,399,0.19414,9.78431747962951,96.73491714008279,0.009770475948078389,1,1,4,9.0,0.9770475948078389,9673.491714008278,2025-03-03 21:47:00,2025-03-03 21:56:00
5,0,50720.99800324393,408,0.19701,9.992543816619085,608,0.19483,9.881972040972014,90.69725978948016,0.009076493579006093,1,1,5,200.0,0.9076493579006093,9069.725978948016,2025-03-03 22:05:00,2025-03-04 01:25:00
6,0,51324.64295512864,611,0.19637,10.07862013709861,618,0.19436,9.975457604758803,83.1084545979501,0.008246015175434026,1,1,6,7.0,0.8246015175434026,8310.84545979501,2025-03-04 01:28:00,2025-03-04 01:35:00
7,0,53308.98653725701,633,0.19054,10.15749429480895,648,0.1871,9.974111381120787,163.25130801223344,0.016072005878030766,1,1,7,15.0,1.6072005878030766,16325.130801223344,2025-03-04 01:50:00,2025-03-04 02:05:00
8,0,54508.31494059819,655,0.18919,10.312428103611772,749,0.19049,10.383288913034548,-91.55652643942291,-0.008878270521697661,1,1,8,94.0,-0.8878270521697661,-9155.65264394229,2025-03-04 02:12:00,2025-03-04 03:46:00
9,0,53280.201622043685,753,0.19192,10.225536295302625,926,0.19327,10.297464567492383,-92.45127305255299,-0.009041215089620578,1,1,9,173.0,-0.9041215089620578,-9245.127305255299,2025-03-04 03:50:00,2025-03-04 06:43:00
10,0,52625.59866523636,937,0.19264,10.137795326871132,1012,0.19102,10.05254185703345,65.06313265377756,0.006417877906976669,1,1,10,75.0,0.6417877906976669,6506.313265377756,2025-03-04 06:54:00,2025-03-04 08:09:00
11,0,53269.66916312961,1013,0.19147,10.199543554664428,1049,0.19231,10.244290076761455,-65.19035572845388,-0.006391497362511012,1,1,11,36.0,-0.6391497362511012,-6519.035572845388,2025-03-04 08:10:00,2025-03-04 08:46:00
12,0,52838.91684400796,1053,0.19186,10.137674585691368,1057,0.19222,10.156696595755209,-39.31638124528824,-0.0038782445533200103,1,1,12,4.0,-0.38782445533200105,-3931.638124528824,2025-03-04 08:50:00,2025-03-04 08:54:00
13,0,52268.481353535906,1065,0.19324,10.100361336757278,1122,0.19201,10.036071104692429,44.15379962340029,0.004371506934382198,1,1,13,57.0,0.43715069343821983,4415.379962340029,2025-03-04 09:02:00,2025-03-04 09:59:00
14,0,52654.270284467195,1129,0.19262000000000004,10.142265542194073,1267,0.19202,10.11067298002339,11.339623648465404,0.0011180562766070416,1,1,14,138.0,0.11180562766070416,1133.9623648465404,2025-03-04 10:06:00,2025-03-04 12:24:00
15,0,52666.393934949316,1302,0.19278,10.153027422779529,1308,0.19185,10.104047676420027,28.722671260302757,0.0028289760348583336,1,1,15,6.0,0.28289760348583337,2872.267126030276,2025-03-04 12:59:00,2025-03-04 13:05:00
16,0,51980.01889812815,1406,0.19585,10.180286701198398,1422,0.19268,10.015510041291332,144.58086316457585,0.014202042379371903,1,1,16,16.0,1.4202042379371904,14458.086316457584,2025-03-04 14:43:00,2025-03-04 14:59:00
17,0,53405.98015735463,1479,0.19319,10.317501306599342,1491,0.19048,10.17277110037291,124.23993381945753,0.012041668823437945,1,1,17,12.0,1.2041668823437945,12423.993381945753,2025-03-04 15:56:00,2025-03-04 16:08:00
18,0,54753.19446823401,1492,0.19059,10.43541133370072,1507,0.18868,10.330832732266392,83.81235736836133,0.008031533658639105,1,1,18,15.0,0.8031533658639105,8381.235736836134,2025-03-04 16:09:00,2025-03-04 16:24:00
19,0,55993.149427569966,1529,0.18779,10.514953531003364,1561,0.19364,10.842513455154648,-348.91739113744256,-0.033182970339208716,1,1,19,32.0,-3.3182970339208717,-34891.739113744254,2025-03-04 16:46:00,2025-03-04 17:18:00
20,0,52259.52250117511,1568,0.19487,10.183813149803994,1631,0.19581,10.2329371009551,-69.54070140186576,-0.0068285523682457,1,1,20,63.0,-0.68285523682457,-6954.070140186576,2025-03-04 17:25:00,2025-03-04 18:28:00
21,0,51247.60918371516,1793,0.19743,10.117815481140884,1800,0.19839,10.167013185957252,-69.4825334834662,-0.006867345388239019,1,1,21,7.0,-0.6867345388239019,-6948.2533483466195,2025-03-04 21:10:00,2025-03-04 21:17:00
22,0,50094.054703458256,1808,0.20066000000000003,10.051873016795936,1813,0.20077,10.057383362813315,-25.61960239698881,-0.0025487391607693765,1,1,22,5.0,-0.25487391607693766,-2561.960239698881,2025-03-04 21:25:00,2025-03-04 21:30:00
23,0,50379.61569949138,1990,0.19903999999999997,10.027558708826763,2007,0.19809,9.979698073912248,27.85337813177668,0.0027776828778133932,1,1,23,17.0,0.27776828778133933,2785.337813177668,2025-03-05 00:27:00,2025-03-05 00:44:00
24,0,50315.248642663406,2213,0.19982,10.053992983777002,2227,0.1976,9.94229313179029,91.70356587114472,0.009121108998098214,1,1,24,14.0,0.9121108998098214,9170.356587114471,2025-03-05 04:10:00,2025-03-05 04:24:00
25,0,51129.496521117115,2228,0.19834,10.141024339998369,2270,0.19856,10.152272829233015,-31.541786403876984,-0.003110315619643021,1,1,25,42.0,-0.3110315619643021,-3154.1786403876986,2025-03-05 04:25:00,2025-03-05 05:07:00
26,0,51335.75130827075,2331,0.19696,10.111089577677006,2447,0.19988,10.260989971497159,-170.27247336932547,-0.016840170593013883,1,1,26,116.0,-1.6840170593013883,-17027.247336932545,2025-03-05 06:08:00,2025-03-05 08:04:00
27,0,48531.74150152967,2593,0.20500999999999997,9.949492325228597,2610,0.20531,9.964051847679057,-34.47306662336721,-0.0034648065948003196,1,1,27,17.0,-0.346480659480032,-3447.306662336721,2025-03-05 10:30:00,2025-03-05 10:47:00
28,0,47863.19623839469,3509,0.20719000000000004,9.916775628632998,3520,0.20499,9.811476596908527,85.57077949892786,0.00862889135576052,1,1,28,11.0,0.862889135576052,8557.077949892786,2025-03-06 01:46:00,2025-03-06 01:57:00
29,0,48229.554549577806,3574,0.2073,9.99798665812748,3697,0.21361,10.302315147335316,-324.62879101329827,-0.032469416304872115,1,1,29,123.0,-3.2469416304872114,-32462.879101329825,2025-03-06 02:51:00,2025-03-06 04:54:00
30,0,44746.69774152411,3726,0.21655,9.689897395927046,3795,0.21421,9.58519012321188,85.43218519602732,0.008816624336181004,1,1,30,69.0,0.8816624336181004,8543.218519602731,2025-03-06 05:23:00,2025-03-06 06:32:00
31,0,45582.090373049214,3798,0.21436,9.770976892366829,3832,0.21218,9.671607935353583,79.92637218552606,0.00817997760776256,1,1,31,34.0,0.8179977607762561,7992.637218552606,2025-03-06 06:35:00,2025-03-06 07:09:00
32,0,47390.65883022285,4320,0.20778,9.846831091743702,4378,0.20562,9.744467268670421,82.7725247128672,0.008406006352873228,1,1,32,58.0,0.8406006352873228,8277.25247128672,2025-03-06 15:17:00,2025-03-06 16:15:00
33,0,50611.322394971154,4865,0.19611,9.925386434877794,4870,0.19394,9.815559865280706,90.08562329692916,0.009076283718321376,1,1,33,5.0,0.9076283718321375,9008.562329692915,2025-03-07 00:22:00,2025-03-07 00:27:00
34,0,51472.4781796678,4875,0.19449000000000002,10.01088228116359,4893,0.19253,9.909996223931444,80.9651787270532,0.008087716592112638,1,1,34,18.0,0.8087716592112638,8096.51787270532,2025-03-07 00:32:00,2025-03-07 00:50:00
35,0,52103.312643327205,4910,0.19361,10.087722360874581,5168,0.19972,10.40607360112531,-338.8450362127293,-0.03358984556582823,1,1,35,258.0,-3.3589845565828234,-33884.50362127293,2025-03-07 01:07:00,2025-03-07 05:25:00
36,0,47097.5171570008,5661,0.20736,9.766141157675685,5679,0.20503,9.656403942699873,90.31466987543654,0.009247733410493852,1,1,36,18.0,0.9247733410493851,9031.466987543654,2025-03-07 13:38:00,2025-03-07 13:56:00
37,0,47536.088689187905,5729,0.20725,9.851854380834194,5760,0.20493,9.741570655075279,90.69030072300497,0.009205404101326748,1,1,37,31.0,0.9205404101326747,9069.030072300497,2025-03-07 14:46:00,2025-03-07 15:17:00
38,0,48612.84594631452,6100,0.20442999999999997,9.937924096805077,6109,0.20126,9.78382137515526,134.38097617785652,0.013522036883040635,1,1,38,9.0,1.3522036883040636,13438.097617785652,2025-03-07 20:57:00,2025-03-07 21:06:00
